delegator,amount,since,delta
cosmos10enzgrehrqmsm6aa3qgmp9xzwq4tzcmmrdxqwl,101,1636130757,0
cosmos1zg4alsgu48dl8h3vp5la6zr6wm2l3ar0cfscqy,100.863019,1625749904,0
cosmos10jyvwyck3c09h2rn0ur92tmt9ltrmy37nmnqaw,100.5,1645980860,0
cosmos1g9zluy5ye6vfy9vknr4vrtv4ysqsxq5zpm9chf,100.4,1643738971,0
cosmos1r78um9lzlk72wve5hdamqd0w72g45fny23tnk9,100.106436,1638864782,0
cosmos153x8w06psaw42dlpk3vnjwjd7a6y5msk00lwal,100.1,1643667175,0
cosmos1hjk0ksc88nca800xkkjcgdgqxerxg9nc79fugr,100.1,1641930763,0
cosmos1vdquv87xqa7828dl5wluh5m6qexq8erpsmp24q,100.08875,1642417426,0
cosmos1um0j8mskacs58whj3zd3fx6nrytsw8w2u2sky3,100.010001,1614449178,0
cosmos16tykmtg9qvw22xjgr0466q3e7w9ju9rqx233fp,100.01,1633980087,0
cosmos10g3hzsme335q8r2g3p4y3x7s2pv587fwn6gqqv,100.000001,1641791542,0
cosmos1jdxz9m9nrlu9v6fygtw3ghqgfpnwc3spa2lyns,100.000001,1643287485,0
cosmos1av56f9umwh4aktx8le7y7vtnfdekrz7jncdsv6,100,1636273542,0
cosmos1f88ang5guuy70wxnkuqr6ecjauesvpz90q05h5,100,1644606204,0
cosmos1atu6vgljde630xegllp5cv8cyer7rddtc0fpsr,100,1636131019,0
cosmos1hww2z5u8syahtd6wpdsjznzn3qz7dczysjmptt,100,1641223721,0
